county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,leah_vukmir_rep,tammy_baldwin_dem,mary_jo_walters_write_in_ind,john_schiess_write_in_ind,scattering,race
BROWN,City of GREEN BAY,City of GREEN BAY Ward 24,Congressional - District 8,State Senate - District 30,Assembly - District 90,261,468,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 25,Congressional - District 8,State Senate - District 30,Assembly - District 90,285,418,0,0,5,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 26,Congressional - District 8,State Senate - District 30,Assembly - District 90,224,485,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 27,Congressional - District 8,State Senate - District 30,Assembly - District 90,68,191,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 28,Congressional - District 8,State Senate - District 30,Assembly - District 90,209,464,0,0,3,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 29,Congressional - District 8,State Senate - District 30,Assembly - District 90,395,595,0,0,6,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 30,Congressional - District 8,State Senate - District 30,Assembly - District 90,258,621,0,0,3,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 31,Congressional - District 8,State Senate - District 30,Assembly - District 90,310,562,0,0,4,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 32,Congressional - District 8,State Senate - District 30,Assembly - District 90,283,461,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 33,Congressional - District 8,State Senate - District 30,Assembly - District 90,201,328,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 34,Congressional - District 8,State Senate - District 2,Assembly - District 4,461,590,0,0,2,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 35,Congressional - District 8,State Senate - District 2,Assembly - District 4,364,374,0,0,2,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 36,Congressional - District 8,State Senate - District 30,Assembly - District 90,139,267,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 37,Congressional - District 8,State Senate - District 30,Assembly - District 90,296,439,0,0,2,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 38,Congressional - District 8,State Senate - District 30,Assembly - District 90,358,607,0,0,2,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 39,Congressional - District 8,State Senate - District 30,Assembly - District 90,436,642,0,0,2,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 40,Congressional - District 8,State Senate - District 30,Assembly - District 90,305,435,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 41,Congressional - District 8,State Senate - District 2,Assembly - District 4,188,239,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 42,Congressional - District 8,State Senate - District 30,Assembly - District 90,223,360,0,0,2,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 43,Congressional - District 8,State Senate - District 2,Assembly - District 4,448,567,0,0,3,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 44,Congressional - District 8,State Senate - District 2,Assembly - District 4,611,768,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 45,Congressional - District 8,State Senate - District 2,Assembly - District 4,856,751,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 46,Congressional - District 8,State Senate - District 2,Assembly - District 4,458,724,0,0,1,US senator
BROWN,City of GREEN BAY,City of GREEN BAY Ward 47,Congressional - District 8,State Senate - District 2,Assembly - District 4,713,684,0,0,1,US senator
BUFFALO,Town of ALMA,Town of ALMA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,53,95,0,0,0,US senator
BUFFALO,Town of BELVIDERE,Town of BELVIDERE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,113,105,0,0,0,US senator
BUFFALO,Town of BUFFALO,Town of BUFFALO Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,179,181,0,0,0,US senator
BUFFALO,Town of CANTON,Town of CANTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,66,68,0,0,0,US senator
BUFFALO,Town of CROSS,Town of CROSS Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,97,75,0,0,0,US senator
BUFFALO,Town of DOVER,Town of DOVER Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,81,91,0,0,0,US senator
BUFFALO,Town of GILMANTON,Town of GILMANTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,78,88,0,0,0,US senator
BUFFALO,Town of GLENCOE,Town of GLENCOE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,132,76,0,0,0,US senator
BUFFALO,Town of LINCOLN,Town of LINCOLN Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,57,53,0,0,0,US senator
BUFFALO,Town of MAXVILLE,Town of MAXVILLE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 93,97,48,0,0,0,US senator
BUFFALO,Town of MILTON,Town of MILTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,127,140,0,0,0,US senator
BUFFALO,Town of MODENA,Town of MODENA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,69,81,0,0,0,US senator
BUFFALO,Town of MONDOVI,Town of MONDOVI Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,96,95,0,0,0,US senator
BUFFALO,Town of MONTANA,Town of MONTANA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,82,41,0,0,0,US senator
BUFFALO,Town of NAPLES,Town of NAPLES Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,180,135,0,0,1,US senator
BUFFALO,Town of NELSON,Town of NELSON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,158,116,0,0,0,US senator
BUFFALO,Town of WAUMANDEE,Town of WAUMANDEE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,141,107,0,0,0,US senator
BUFFALO,Village of COCHRANE,Village of COCHRANE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,79,85,0,0,0,US senator
BUFFALO,Village of NELSON,Village of NELSON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,53,76,0,0,1,US senator
BUFFALO,City of ALMA,City of ALMA Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,173,192,0,0,0,US senator
BUFFALO,City of BUFFALO CITY,City of BUFFALO CITY Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,240,258,0,0,1,US senator
BUFFALO,City of FOUNTAIN CITY,City of FOUNTAIN CITY Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,168,200,0,0,0,US senator
BUFFALO,City of MONDOVI,City of MONDOVI Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,449,539,0,0,1,US senator
BURNETT,Town of ANDERSON,Town of ANDERSON Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,115,60,0,0,0,US senator
BURNETT,Town of BLAINE,Town of BLAINE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,57,37,0,0,0,US senator
BURNETT,Town of DANIELS,Town of DANIELS Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,193,123,0,0,0,US senator
BURNETT,Town of DEWEY,Town of DEWEY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,132,92,0,0,0,US senator
BURNETT,Town of GRANTSBURG,Town of GRANTSBURG Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,312,181,0,0,0,US senator
BURNETT,Town of JACKSON,Town of JACKSON Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,249,245,0,0,0,US senator
BURNETT,Town of LA FOLLETTE,Town of LA FOLLETTE Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,121,128,0,0,0,US senator
BURNETT,Town of LINCOLN,Town of LINCOLN Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,105,49,0,0,0,US senator
BURNETT,Town of MEENON,Town of MEENON Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,281,211,0,0,0,US senator
BURNETT,Town of OAKLAND,Town of OAKLAND Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,246,265,0,0,0,US senator
BURNETT,Town of ROOSEVELT,Town of ROOSEVELT Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,57,38,0,0,0,US senator
BURNETT,Town of RUSK,Town of RUSK Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,131,70,0,0,0,US senator
BURNETT,Town of SAND LAKE,Town of SAND LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,129,136,0,0,0,US senator
BURNETT,Town of SCOTT,Town of SCOTT Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,205,187,0,0,0,US senator
BURNETT,Town of SIREN,Town of SIREN Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,281,193,0,0,0,US senator
BURNETT,Town of SWISS,Town of SWISS Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,155,191,0,0,0,US senator
BURNETT,Town of TRADE LAKE,Town of TRADE LAKE Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,280,174,0,0,0,US senator
BURNETT,Town of UNION,Town of UNION Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,101,83,0,0,0,US senator
BURNETT,Town of WEBB LAKE,Town of WEBB LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,126,113,0,0,0,US senator
BURNETT,Town of WEST MARSHLAND,Town of WEST MARSHLAND Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,118,50,0,0,0,US senator
BURNETT,Town of WOOD RIVER,Town of WOOD RIVER Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,305,149,0,0,0,US senator
BURNETT,Village of GRANTSBURG,Village of GRANTSBURG Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,281,202,0,0,0,US senator
BURNETT,Village of SIREN,Village of SIREN Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,173,147,0,0,0,US senator
BURNETT,Village of WEBSTER,Village of WEBSTER Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,136,115,0,0,0,US senator
CALUMET,Town of BRILLION,Town of BRILLION Wards 1-2,Congressional - District 8,State Senate - District 1,Assembly - District 3,463,248,0,0,0,US senator
CALUMET,Town of BROTHERTOWN,Town of BROTHERTOWN Wards 1-2,Congressional - District 8,State Senate - District 20,Assembly - District 59,421,211,0,0,0,US senator
CALUMET,Town of CHARLESTOWN,Town of CHARLESTOWN Ward 1,Congressional - District 8,State Senate - District 9,Assembly - District 25,262,136,0,0,0,US senator
CALUMET,Town of CHILTON,Town of CHILTON Wards 1-3,Congressional - District 8,State Senate - District 9,Assembly - District 25,363,182,0,0,0,US senator
CALUMET,Town of HARRISON,Town of HARRISON Ward 10,Congressional - District 8,State Senate - District 1,Assembly - District 3,0,0,0,0,0,US senator
CALUMET,Town of NEW HOLSTEIN,Town of NEW HOLSTEIN Wards 1-3,Congressional - District 8,State Senate - District 20,Assembly - District 59,465,262,0,0,0,US senator
CALUMET,Town of RANTOUL,Town of RANTOUL Ward 1,Congressional - District 8,State Senate - District 9,Assembly - District 25,243,113,0,0,0,US senator
CALUMET,Town of STOCKBRIDGE,Town of STOCKBRIDGE Wards 1-3,Congressional - District 8,State Senate - District 1,Assembly - District 3,496,286,0,0,0,US senator
CALUMET,Town of WOODVILLE,Town of WOODVILLE Ward 1,Congressional - District 8,State Senate - District 1,Assembly - District 3,282,164,0,0,0,US senator
CALUMET,Village of HARRISON,Village of HARRISON Wards 3-4,Congressional - District 8,State Senate - District 1,Assembly - District 3,536,439,0,0,0,US senator
CALUMET,Village of HARRISON,"Village of HARRISON Wards 5-6,10",Congressional - District 8,State Senate - District 1,Assembly - District 3,572,501,0,0,0,US senator
CALUMET,Village of HARRISON,"Village of HARRISON Wards 7-9,14",Congressional - District 8,State Senate - District 1,Assembly - District 3,571,471,0,0,0,US senator
CALUMET,Village of HARRISON,Village of HARRISON Wards 11-13,Congressional - District 8,State Senate - District 1,Assembly - District 3,866,653,0,0,0,US senator
CALUMET,Village of HARRISON,Village of HARRISON Ward 15,Congressional - District 8,State Senate - District 1,Assembly - District 3,108,54,0,0,0,US senator
CALUMET,Village of HARRISON,Village of HARRISON Ward 16,Congressional - District 8,State Senate - District 1,Assembly - District 3,160,120,0,0,0,US senator
CALUMET,Village of HARRISON,Village of HARRISON Ward 17,Congressional - District 8,State Senate - District 1,Assembly - District 3,29,48,0,0,0,US senator
CALUMET,Village of HARRISON,Village of HARRISON Ward 18,Congressional - District 8,State Senate - District 1,Assembly - District 3,243,254,0,0,0,US senator
CALUMET,Village of HILBERT,Village of HILBERT Wards 1-2,Congressional - District 8,State Senate - District 9,Assembly - District 25,290,169,0,0,0,US senator
CALUMET,Village of HILBERT,Village of HILBERT Ward 3,Congressional - District 8,State Senate - District 1,Assembly - District 3,0,0,0,0,0,US senator
CALUMET,Village of POTTER,Village of POTTER Ward 1,Congressional - District 8,State Senate - District 9,Assembly - District 25,92,33,0,0,0,US senator
CALUMET,Village of SHERWOOD,Village of SHERWOOD Wards 1-5,Congressional - District 8,State Senate - District 1,Assembly - District 3,967,753,0,0,0,US senator
CALUMET,Village of STOCKBRIDGE,Village of STOCKBRIDGE Ward 1,Congressional - District 8,State Senate - District 1,Assembly - District 3,181,141,0,0,0,US senator
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 12,Congressional - District 8,State Senate - District 1,Assembly - District 3,148,182,0,0,0,US senator
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 13,Congressional - District 8,State Senate - District 1,Assembly - District 3,338,464,0,0,0,US senator
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 14,Congressional - District 8,State Senate - District 1,Assembly - District 3,321,421,0,0,0,US senator
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 26,Congressional - District 8,State Senate - District 1,Assembly - District 3,397,519,0,0,0,US senator
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 44,Congressional - District 8,State Senate - District 1,Assembly - District 3,392,531,0,0,0,US senator
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 45,Congressional - District 8,State Senate - District 1,Assembly - District 3,535,636,0,0,0,US senator
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 46,Congressional - District 8,State Senate - District 1,Assembly - District 3,48,52,0,0,0,US senator
CALUMET,CITY OF APPLETON,CITY OF APPLETON Ward 47,Congressional - District 8,State Senate - District 1,Assembly - District 3,0,0,0,0,0,US senator
CALUMET,City of BRILLION,City of BRILLION Wards 1-4,Congressional - District 8,State Senate - District 1,Assembly - District 3,739,586,0,0,0,US senator
CALUMET,City of CHILTON,City of CHILTON Wards 1-5,Congressional - District 8,State Senate - District 9,Assembly - District 25,798,655,0,0,0,US senator
CALUMET,CITY OF KAUKAUNA,CITY OF KAUKAUNA Ward 11,Congressional - District 8,State Senate - District 1,Assembly - District 3,0,0,0,0,0,US senator
CALUMET,CITY OF KIEL,CITY OF KIEL Ward 7,Congressional - District 8,State Senate - District 9,Assembly - District 27,61,58,0,0,0,US senator
CALUMET,CITY OF MENASHA,CITY OF MENASHA Wards 16-20,Congressional - District 8,State Senate - District 1,Assembly - District 3,688,745,0,0,0,US senator
CALUMET,City of NEW HOLSTEIN,City of NEW HOLSTEIN Wards 1-5,Congressional - District 8,State Senate - District 20,Assembly - District 59,747,654,0,0,0,US senator
CHIPPEWA,Town of ANSON,Town of ANSON Wards 1-3,Congressional - District 7,State Senate - District 23,Assembly - District 67,647,555,0,0,0,US senator
CHIPPEWA,Town of ANSON,Town of ANSON Ward 4,Congressional - District 3,State Senate - District 23,Assembly - District 67,2,2,0,0,0,US senator
CHIPPEWA,Town of ARTHUR,Town of ARTHUR Ward 1,Congressional - District 7,State Senate - District 23,Assembly - District 67,179,115,0,0,0,US senator
CHIPPEWA,Town of AUBURN,Town of AUBURN Ward 1,Congressional - District 7,State Senate - District 23,Assembly - District 67,182,134,0,0,0,US senator
