contest_name,reporting_unit_id,hindi,ru_order,county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,jay_schroeder_rep,doug_la_follette_dem,brad_karas_write_in_wgr,scattering,race
SECRETARY OF STATE,144363,11010,1,COLUMBIA,Town of DEKORRA,Town of DEKORRA Wards 1-3,Congressional - District 6,State Senate - District 14,Assembly - District 42,652,675,0,0,secretary of state
SECRETARY OF STATE,144892,11012,1,COLUMBIA,Town of FORT WINNEBAGO,Town of FORT WINNEBAGO Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,257,226,0,1,secretary of state
SECRETARY OF STATE,143668,11014,1,COLUMBIA,Town of FOUNTAIN PRAIRIE,Town of FOUNTAIN PRAIRIE Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,201,218,0,0,secretary of state
SECRETARY OF STATE,144906,11016,1,COLUMBIA,Town of HAMPDEN,Town of HAMPDEN Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,160,146,0,0,secretary of state
SECRETARY OF STATE,143745,11018,1,COLUMBIA,Town of LEEDS,Town of LEEDS Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,207,227,0,1,secretary of state
SECRETARY OF STATE,145298,11020,1,COLUMBIA,Town of LEWISTON,Town of LEWISTON Wards 1-2,Congressional - District 6,State Senate - District 27,Assembly - District 81,295,321,0,0,secretary of state
SECRETARY OF STATE,146383,11022,1,COLUMBIA,Town of LODI,Town of LODI Wards 1-5,Congressional - District 6,State Senate - District 14,Assembly - District 42,894,964,0,2,secretary of state
SECRETARY OF STATE,146345,11024,1,COLUMBIA,Town of LOWVILLE,Town of LOWVILLE Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,292,286,0,0,secretary of state
SECRETARY OF STATE,145880,11026,1,COLUMBIA,Town of MARCELLON,Town of MARCELLON Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,250,230,0,0,secretary of state
SECRETARY OF STATE,145984,11028,1,COLUMBIA,Town of NEWPORT,Town of NEWPORT Ward 1,Congressional - District 6,State Senate - District 27,Assembly - District 81,197,157,0,0,secretary of state
SECRETARY OF STATE,145003,11030,1,COLUMBIA,Town of OTSEGO,Town of OTSEGO Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,190,169,0,0,secretary of state
SECRETARY OF STATE,145302,11032,1,COLUMBIA,Town of PACIFIC,Town of PACIFIC Wards 1-4,Congressional - District 6,State Senate - District 14,Assembly - District 42,744,725,0,0,secretary of state
SECRETARY OF STATE,145363,11034,1,COLUMBIA,Town of RANDOLPH,Town of RANDOLPH Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,313,86,0,0,secretary of state
SECRETARY OF STATE,143517,11036,1,COLUMBIA,Town of SCOTT,Town of SCOTT Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,171,126,0,0,secretary of state
SECRETARY OF STATE,143483,11038,1,COLUMBIA,Town of SPRINGVALE,Town of SPRINGVALE Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,125,148,0,0,secretary of state
SECRETARY OF STATE,146314,11040,1,COLUMBIA,Town of WEST POINT,Town of WEST POINT Wards 1-3,Congressional - District 6,State Senate - District 27,Assembly - District 81,541,658,0,0,secretary of state
SECRETARY OF STATE,145512,11042,1,COLUMBIA,Town of WYOCENA,Town of WYOCENA Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,405,451,0,0,secretary of state
SECRETARY OF STATE,143401,11101,1,COLUMBIA,Village of ARLINGTON,Village of ARLINGTON Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,212,235,0,0,secretary of state
SECRETARY OF STATE,143402,11111,1,COLUMBIA,Village of CAMBRIA,Village of CAMBRIA Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,126,155,0,0,secretary of state
SECRETARY OF STATE,145190,11116,1,COLUMBIA,Village of DOYLESTOWN,Village of DOYLESTOWN Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,52,71,0,0,secretary of state
SECRETARY OF STATE,145362,11126,1,COLUMBIA,Village of FALL RIVER,Village of FALL RIVER Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,334,371,0,0,secretary of state
SECRETARY OF STATE,143407,11127,1,COLUMBIA,Village of FRIESLAND,Village of FRIESLAND Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,104,35,0,0,secretary of state
SECRETARY OF STATE,143172,11171,1,COLUMBIA,Village of PARDEEVILLE,Village of PARDEEVILLE Wards 1-3,Congressional - District 6,State Senate - District 14,Assembly - District 42,424,458,0,1,secretary of state
SECRETARY OF STATE,144889,11172,1,COLUMBIA,Village of POYNETTE,Village of POYNETTE Wards 1-4,Congressional - District 6,State Senate - District 14,Assembly - District 42,441,669,0,1,secretary of state
SECRETARY OF STATE,143334,11176,3,COLUMBIA,VILLAGE OF RANDOLPH,VILLAGE OF RANDOLPH Ward 3,Congressional - District 6,State Senate - District 14,Assembly - District 42,125,76,0,0,secretary of state
SECRETARY OF STATE,142985,11177,1,COLUMBIA,Village of RIO,Village of RIO Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,156,288,0,0,secretary of state
SECRETARY OF STATE,145284,11191,1,COLUMBIA,Village of WYOCENA,Village of WYOCENA Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,129,151,0,2,secretary of state
SECRETARY OF STATE,144070,11211,1,COLUMBIA,City of COLUMBUS,City of COLUMBUS Wards 1-8,Congressional - District 6,State Senate - District 13,Assembly - District 37,957,1441,0,4,secretary of state
SECRETARY OF STATE,144071,11211,10,COLUMBIA,City of COLUMBUS,City of COLUMBUS Ward 10,Congressional - District 6,State Senate - District 14,Assembly - District 42,0,0,0,0,secretary of state
SECRETARY OF STATE,145623,11246,1,COLUMBIA,City of LODI,City of LODI Wards 1-6,Congressional - District 6,State Senate - District 14,Assembly - District 42,567,1021,0,1,secretary of state
SECRETARY OF STATE,143763,11271,1,COLUMBIA,City of PORTAGE,"City of PORTAGE Wards 1,9-10",Congressional - District 6,State Senate - District 27,Assembly - District 81,509,685,0,2,secretary of state
SECRETARY OF STATE,143764,11271,2,COLUMBIA,City of PORTAGE,"City of PORTAGE Wards 2-3,5",Congressional - District 6,State Senate - District 27,Assembly - District 81,371,710,0,2,secretary of state
SECRETARY OF STATE,143765,11271,4,COLUMBIA,City of PORTAGE,"City of PORTAGE Wards 4,6-8",Congressional - District 6,State Senate - District 27,Assembly - District 81,431,705,0,0,secretary of state
SECRETARY OF STATE,144824,11271,11,COLUMBIA,City of PORTAGE,City of PORTAGE Ward 11,Congressional - District 6,State Senate - District 14,Assembly - District 42,0,0,0,0,secretary of state
SECRETARY OF STATE,146369,11291,1,COLUMBIA,City of WISCONSIN DELLS,"City of WISCONSIN DELLS Wards 1-3,6",Congressional - District 6,State Senate - District 14,Assembly - District 41,476,554,0,1,secretary of state
SECRETARY OF STATE,146721,11291,11,COLUMBIA,City of WISCONSIN DELLS,City of WISCONSIN DELLS Wards 11-12,Congressional - District 6,State Senate - District 27,Assembly - District 81,0,0,0,0,secretary of state
SECRETARY OF STATE,145028,12002,1,CRAWFORD,Town of BRIDGEPORT,Town of BRIDGEPORT Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,228,219,0,1,secretary of state
SECRETARY OF STATE,145029,12004,1,CRAWFORD,Town of CLAYTON,Town of CLAYTON Wards 1-3,Congressional - District 3,State Senate - District 32,Assembly - District 96,148,257,0,0,secretary of state
SECRETARY OF STATE,145030,12006,1,CRAWFORD,Town of EASTMAN,Town of EASTMAN Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,178,154,0,0,secretary of state
SECRETARY OF STATE,145031,12008,1,CRAWFORD,Town of FREEMAN,Town of FREEMAN Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,191,199,0,0,secretary of state
SECRETARY OF STATE,146077,12010,1,CRAWFORD,Town of HANEY,Town of HANEY Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,65,78,0,0,secretary of state
SECRETARY OF STATE,146078,12012,1,CRAWFORD,Town of MARIETTA,Town of MARIETTA Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,127,111,0,0,secretary of state
SECRETARY OF STATE,146079,12014,1,CRAWFORD,Town of PRAIRIE DU CHIEN,Town of PRAIRIE DU CHIEN Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,207,191,0,0,secretary of state
SECRETARY OF STATE,146080,12016,1,CRAWFORD,Town of SCOTT,Town of SCOTT Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,90,114,0,0,secretary of state
SECRETARY OF STATE,145032,12018,1,CRAWFORD,Town of SENECA,Town of SENECA Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,187,217,0,0,secretary of state
SECRETARY OF STATE,146081,12020,1,CRAWFORD,Town of UTICA,Town of UTICA Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,124,174,0,0,secretary of state
SECRETARY OF STATE,145033,12022,1,CRAWFORD,Town of WAUZEKA,Town of WAUZEKA Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,104,87,0,0,secretary of state
SECRETARY OF STATE,145034,12106,1,CRAWFORD,Village of BELL CENTER,Village of BELL CENTER Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,19,25,0,0,secretary of state
SECRETARY OF STATE,146184,12116,2,CRAWFORD,VILLAGE OF DE SOTO,VILLAGE OF DE SOTO Ward 2,Congressional - District 3,State Senate - District 32,Assembly - District 96,19,20,0,0,secretary of state
SECRETARY OF STATE,145035,12121,1,CRAWFORD,Village of EASTMAN,Village of EASTMAN Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,71,55,0,0,secretary of state
SECRETARY OF STATE,145038,12126,1,CRAWFORD,Village of FERRYVILLE,Village of FERRYVILLE Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,57,65,0,0,secretary of state
SECRETARY OF STATE,145039,12131,1,CRAWFORD,Village of GAYS MILLS,Village of GAYS MILLS Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,88,124,0,0,secretary of state
SECRETARY OF STATE,145040,12146,1,CRAWFORD,Village of LYNXVILLE,Village of LYNXVILLE Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,37,36,0,0,secretary of state
SECRETARY OF STATE,145041,12151,1,CRAWFORD,Village of MT. STERLING,Village of MT. STERLING Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,32,47,0,0,secretary of state
SECRETARY OF STATE,143352,12181,1,CRAWFORD,Village of SOLDIERS GROVE,Village of SOLDIERS GROVE Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,79,128,0,0,secretary of state
SECRETARY OF STATE,145042,12182,1,CRAWFORD,Village of STEUBEN,Village of STEUBEN Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,16,26,0,0,secretary of state
SECRETARY OF STATE,143353,12191,1,CRAWFORD,Village of WAUZEKA,Village of WAUZEKA Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,99,131,0,0,secretary of state
SECRETARY OF STATE,143752,12271,1,CRAWFORD,City of PRAIRIE DU CHIEN,City of PRAIRIE DU CHIEN Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,144,173,0,0,secretary of state
SECRETARY OF STATE,143748,12271,2,CRAWFORD,City of PRAIRIE DU CHIEN,"City of PRAIRIE DU CHIEN Wards 2,7",Congressional - District 3,State Senate - District 32,Assembly - District 96,144,203,0,0,secretary of state
SECRETARY OF STATE,143749,12271,3,CRAWFORD,City of PRAIRIE DU CHIEN,City of PRAIRIE DU CHIEN Ward 3,Congressional - District 3,State Senate - District 32,Assembly - District 96,102,149,0,0,secretary of state
SECRETARY OF STATE,143750,12271,4,CRAWFORD,City of PRAIRIE DU CHIEN,City of PRAIRIE DU CHIEN Ward 4,Congressional - District 3,State Senate - District 32,Assembly - District 96,115,172,0,0,secretary of state
SECRETARY OF STATE,143751,12271,5,CRAWFORD,City of PRAIRIE DU CHIEN,City of PRAIRIE DU CHIEN Ward 5,Congressional - District 3,State Senate - District 32,Assembly - District 96,125,199,0,0,secretary of state
SECRETARY OF STATE,143753,12271,6,CRAWFORD,City of PRAIRIE DU CHIEN,City of PRAIRIE DU CHIEN Ward 6,Congressional - District 3,State Senate - District 32,Assembly - District 96,129,213,0,0,secretary of state
SECRETARY OF STATE,143085,13002,1,DANE,Town of ALBION,Town of ALBION Wards 1-2,Congressional - District 2,State Senate - District 15,Assembly - District 43,412,630,0,0,secretary of state
SECRETARY OF STATE,145821,13004,1,DANE,Town of BERRY,Town of BERRY Wards 1-2,Congressional - District 2,State Senate - District 27,Assembly - District 79,272,409,0,1,secretary of state
SECRETARY OF STATE,145932,13006,1,DANE,Town of BLACK EARTH,Town of BLACK EARTH Ward 1,Congressional - District 2,State Senate - District 27,Assembly - District 81,123,172,0,0,secretary of state
SECRETARY OF STATE,145774,13008,1,DANE,Town of BLOOMING GROVE,Town of BLOOMING GROVE Wards 1-3,Congressional - District 2,State Senate - District 16,Assembly - District 47,231,676,0,0,secretary of state
SECRETARY OF STATE,145526,13010,1,DANE,Town of BLUE MOUNDS,Town of BLUE MOUNDS Ward 1,Congressional - District 2,State Senate - District 27,Assembly - District 80,221,328,0,0,secretary of state
SECRETARY OF STATE,145249,13012,1,DANE,Town of BRISTOL,Town of BRISTOL Wards 1-4,Congressional - District 2,State Senate - District 13,Assembly - District 37,1059,1193,0,1,secretary of state
SECRETARY OF STATE,145625,13014,1,DANE,Town of BURKE,Town of BURKE Wards 1-4,Congressional - District 2,State Senate - District 27,Assembly - District 79,698,1081,0,1,secretary of state
SECRETARY OF STATE,143575,13016,1,DANE,Town of CHRISTIANA,Town of CHRISTIANA Wards 1-2,Congressional - District 2,State Senate - District 13,Assembly - District 38,277,380,0,1,secretary of state
SECRETARY OF STATE,144963,13018,1,DANE,Town of COTTAGE GROVE,"Town of COTTAGE GROVE Wards 1-2,4-5,7",Congressional - District 2,State Senate - District 16,Assembly - District 46,560,859,0,0,secretary of state
SECRETARY OF STATE,144964,13018,3,DANE,Town of COTTAGE GROVE,"Town of COTTAGE GROVE Wards 3,6",Congressional - District 2,State Senate - District 16,Assembly - District 47,285,532,0,2,secretary of state
SECRETARY OF STATE,146327,13020,1,DANE,Town of CROSS PLAINS,Town of CROSS PLAINS Wards 1-2,Congressional - District 2,State Senate - District 27,Assembly - District 80,389,536,0,1,secretary of state
SECRETARY OF STATE,146328,13020,3,DANE,Town of CROSS PLAINS,Town of CROSS PLAINS Ward 3,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,secretary of state
SECRETARY OF STATE,146686,13022,1,DANE,Town of DANE,Town of DANE Ward 1,Congressional - District 2,State Senate - District 14,Assembly - District 42,249,238,0,0,secretary of state
SECRETARY OF STATE,145563,13024,1,DANE,Town of DEERFIELD,Town of DEERFIELD Wards 1-2,Congressional - District 2,State Senate - District 13,Assembly - District 38,353,496,0,0,secretary of state
SECRETARY OF STATE,143167,13026,1,DANE,Town of DUNKIRK,"Town of DUNKIRK Wards 1,3,5",Congressional - District 2,State Senate - District 16,Assembly - District 46,271,469,0,0,secretary of state
SECRETARY OF STATE,143168,13026,2,DANE,Town of DUNKIRK,"Town of DUNKIRK Wards 2,4,6",Congressional - District 2,State Senate - District 15,Assembly - District 43,144,252,0,0,secretary of state
SECRETARY OF STATE,146169,13028,1,DANE,Town of DUNN,Town of DUNN Wards 1-7,Congressional - District 2,State Senate - District 16,Assembly - District 47,1061,1978,0,7,secretary of state
SECRETARY OF STATE,145561,13032,1,DANE,Town of MADISON,Town of MADISON Ward 1,Congressional - District 2,State Senate - District 16,Assembly - District 47,26,338,0,2,secretary of state
SECRETARY OF STATE,145562,13032,2,DANE,Town of MADISON,Town of MADISON Wards 2-9,Congressional - District 2,State Senate - District 16,Assembly - District 47,232,1685,0,2,secretary of state
SECRETARY OF STATE,145516,13034,1,DANE,Town of MAZOMANIE,Town of MAZOMANIE Wards 1-2,Congressional - District 2,State Senate - District 27,Assembly - District 81,224,355,0,0,secretary of state
SECRETARY OF STATE,145327,13036,1,DANE,Town of MEDINA,Town of MEDINA Wards 1-2,Congressional - District 2,State Senate - District 13,Assembly - District 38,299,388,0,0,secretary of state
SECRETARY OF STATE,146498,13038,1,DANE,Town of MIDDLETON,Town of MIDDLETON Wards 1-8,Congressional - District 2,State Senate - District 27,Assembly - District 79,1568,2387,0,2,secretary of state
SECRETARY OF STATE,145527,13040,1,DANE,Town of MONTROSE,Town of MONTROSE Wards 1-2,Congressional - District 2,State Senate - District 27,Assembly - District 80,214,433,0,0,secretary of state
SECRETARY OF STATE,145711,13042,1,DANE,Town of OREGON,Town of OREGON Wards 1-4,Congressional - District 2,State Senate - District 27,Assembly - District 80,701,1259,0,0,secretary of state
